,ID,metro_kremlin,house_kremlin,sq,floor,height,price,deposit,rooms,child,animal,euro,design,cosmetic,no_rem,area_code_skl,type_h_skl
6608,273689335,8.7,8.006,39.2,10,25,47000,47000,1.0,1,0,0,0,1,0,9.0,5.0
14428,273108322,7.699,8.356,52.0,2,9,47000,47000,1.0,1,1,0,0,1,0,8.0,1.0
13811,274931540,15.351,15.351,38.0,11,17,47000,47000,1.0,0,0,0,1,0,0,9.0,5.0
3085,272041436,17.4,15.469,58.0,5,9,47000,47000,3.0,1,0,0,0,1,0,9.0,5.0
19007,274685641,18.912,14.368,31.0,3,5,47000,47000,1.0,1,1,0,0,0,0,5.0,1.0
4144,274798818,4.582,7.402,40.0,5,9,47000,47000,1.0,0,0,0,0,1,0,4.0,5.0
9543,274799826,12.898,12.898,55.0,3,9,47000,47000,2.0,1,1,0,0,1,0,7.0,5.0
3269,274976340,9.818,13.61,47.0,4,9,47000,47000,2.0,1,1,0,0,1,0,4.0,5.0
4662,274963012,9.979,9.979,46.0,18,32,47000,47000,1.0,1,1,1,0,0,0,0.0,3.0
11796,273969591,11.095,11.877,42.0,2,5,47000,50000,2.0,1,0,0,0,1,0,1.0,5.0
19191,274660546,13.804,18.546,33.0,3,16,47000,45000,1.0,1,0,1,0,0,0,1.0,4.0
2072,274922890,14.322,14.629,52.0,15,16,47000,47000,2.0,0,0,0,0,1,0,5.0,5.0
12298,273087821,17.899,16.573,68.0,1,9,47000,47000,3.0,1,0,0,0,1,0,9.0,5.0
3756,201788864,8.465,8.465,46.0,2,12,47000,47000,2.0,0,0,0,0,1,0,0.0,0.0
15045,274940660,14.849,16.501,46.0,16,17,47000,47000,1.0,0,0,0,1,0,0,9.0,3.0
15667,274671198,20.63,6.975,40.0,7,12,47000,47000,2.0,1,1,1,0,0,0,7.0,0.0
8465,239283075,10.94,10.787,46.6,4,12,47000,47000,2.0,1,0,0,0,1,0,8.0,0.0
12632,273136166,12.31,12.31,67.0,9,9,47000,30000,3.0,1,0,0,0,1,0,0.0,1.0
18085,242232003,13.445,14.891,66.0,14,17,47000,47000,2.0,0,0,1,0,0,0,4.0,5.0
8262,274243988,13.703,14.092,55.0,9,17,47000,47000,2.0,1,1,1,0,0,0,7.0,3.0
15166,274990221,21.947,17.161,52.0,11,12,47000,47000,2.0,1,0,0,0,1,0,4.0,5.0
602,274824203,8.7,8.673,42.0,2,9,47000,47000,2.0,0,0,0,0,1,0,9.0,5.0
13120,274485384,16.496,16.496,52.0,8,9,47000,47000,2.0,1,1,0,1,0,0,4.0,5.0
12241,274836005,17.899,17.899,52.0,12,12,47000,47000,2.0,1,1,0,0,0,0,9.0,5.0
10216,274936421,17.4,16.975,55.0,2,9,47000,47000,3.0,1,1,0,0,1,0,9.0,5.0
11169,274341457,9.898,10.098,42.0,4,10,47000,47000,2.0,0,0,1,0,0,0,1.0,1.0
11797,242513788,11.095,11.483,42.0,17,19,47000,47000,1.0,1,1,1,0,0,0,1.0,0.0
11794,149469334,11.095,11.108,45.0,1,5,47000,47000,2.0,1,0,1,0,0,0,1.0,4.0
1195,274920719,13.703,13.703,42.0,8,16,47000,47000,2.0,1,0,1,0,0,0,7.0,5.0
17428,274847948,3.074,4.221,36.0,6,16,47000,47000,1.0,1,1,0,0,0,0,6.0,0.0
6854,273734375,17.137,17.39,45.0,5,9,47000,47000,2.0,1,1,0,0,0,0,8.0,5.0
15560,205628390,10.914,10.977,45.0,4,5,47000,47000,2.0,0,0,0,0,1,0,0.0,0.0
2486,274847054,10.214,9.555,52.0,2,16,47000,47000,2.0,0,0,0,0,1,0,4.0,5.0
16152,274943170,4.582,8.454,38.0,3,12,47000,47000,1.0,0,0,0,1,0,0,3.0,5.0
15666,274353776,5.255,4.882,32.0,5,9,47000,47000,1.0,1,0,0,0,0,0,6.0,1.0
2511,271350430,10.585,10.585,28.0,19,25,47000,47000,1.0,1,1,1,0,0,0,4.0,4.0
8261,272914365,13.788,13.775,40.0,10,12,47000,47000,1.0,1,1,0,1,0,0,7.0,5.0
276,274917171,16.496,21.013,52.2,11,12,47000,47000,2.0,1,0,0,0,1,0,4.0,5.0
8583,261050185,11.789,11.14,33.0,4,5,47000,47000,1.0,0,0,0,0,1,0,5.0,5.0
18892,271739814,12.569,12.569,64.0,9,16,47000,47000,3.0,1,1,0,0,1,0,0.0,5.0
2552,266531329,10.214,9.797,32.0,1,9,47000,47000,1.0,0,0,1,0,0,0,4.0,5.0
12379,272221919,9.979,9.979,39.0,17,22,47000,47000,1.0,1,0,1,0,0,0,0.0,4.0
13731,152507041,11.27,9.175,50.0,6,9,47000,47000,2.0,1,0,1,0,0,0,1.0,4.0
686,274783492,14.849,18.142,50.0,11,17,47000,47000,2.0,1,1,1,0,0,0,9.0,5.0
8046,177934404,15.029,14.923,54.0,5,12,47000,50000,2.0,1,0,1,0,0,0,3.0,1.0
6837,274975346,13.192,16.066,54.0,12,16,47000,47000,2.0,1,0,1,0,0,0,8.0,5.0
6912,274642751,17.137,17.137,54.0,9,16,47000,47000,2.0,1,0,0,0,1,0,8.0,5.0
3039,274654823,16.651,16.651,60.0,6,9,47000,47000,3.0,1,0,1,0,0,0,9.0,5.0
13137,274985505,14.843,9.271,58.0,8,9,47000,25000,2.0,1,1,0,0,0,0,7.0,5.0
16747,273560030,8.162,8.138,56.0,7,8,47000,23000,2.0,1,0,0,0,1,0,4.0,1.0
4985,274838271,3.621,14.546,54.0,9,12,47000,47000,2.0,1,1,0,0,0,0,7.0,5.0
7527,273292496,8.866,11.26,39.4,3,14,47000,50000,1.0,1,0,1,0,0,0,9.0,1.0
4655,274723873,14.517,9.522,37.4,17,25,47000,47000,1.0,1,1,1,0,0,0,0.0,5.0
3309,273809941,13.445,14.067,62.0,10,17,47000,47000,2.0,1,0,1,0,0,0,4.0,5.0
11170,271121344,9.898,9.898,39.0,2,22,47000,47000,1.0,1,0,0,0,1,0,8.0,1.0
7045,273317323,11.759,13.896,43.0,2,5,47000,47000,2.0,0,0,0,0,1,0,8.0,5.0
242,262081183,16.496,16.496,57.0,13,22,47000,47000,2.0,1,0,1,0,0,0,4.0,5.0
14425,274779268,8.909,6.872,57.0,9,14,47000,47000,1.0,0,0,1,0,0,0,8.0,0.0
1194,274880904,13.703,16.974,40.0,3,5,47000,70500,2.0,1,0,0,0,0,0,7.0,1.0
6831,274928129,13.192,18.322,45.0,6,9,47000,47000,2.0,1,1,1,0,0,0,8.0,4.0
9448,273999692,13.15,13.46,58.0,7,9,47000,47000,3.0,1,0,0,0,1,0,7.0,5.0
5662,274970462,12.969,13.479,38.0,18,23,47000,47000,1.0,0,0,1,0,0,0,3.0,3.0
19255,271446254,18.647,16.693,38.0,4,17,47000,47000,1.0,1,0,1,0,0,0,1.0,4.0
17255,274698009,10.914,12.234,47.0,7,12,47000,50000,2.0,1,0,0,1,0,0,0.0,0.0
14278,234796840,16.671,8.139,46.8,5,9,47000,40000,1.0,0,0,1,0,0,0,8.0,1.0
12123,260188154,12.969,14.485,47.0,4,12,47000,47000,2.0,1,0,0,0,1,0,4.0,5.0
13979,274897291,13.184,13.248,37.0,5,17,47000,47000,1.0,0,0,1,0,0,0,1.0,5.0
13843,274978447,13.184,13.248,37.0,5,17,47000,47000,1.0,0,0,1,0,0,0,1.0,5.0
8582,274362346,11.789,11.838,47.0,5,5,47000,47000,2.0,1,0,0,0,0,0,5.0,5.0
5605,273810183,16.257,12.316,27.0,21,22,47000,47000,2.0,0,1,1,0,0,0,3.0,3.0
2014,273797362,14.322,15.69,63.0,8,9,47000,47000,3.0,1,1,0,0,1,0,5.0,5.0
7453,271101699,11.14,12.136,40.0,11,17,47000,47000,1.0,1,0,1,0,0,0,9.0,5.0
8528,274420051,11.789,9.278,32.0,5,5,47000,47000,1.0,1,0,1,0,0,0,5.0,0.0
3648,274021380,7.46,7.46,46.0,2,12,47000,47000,2.0,1,1,0,0,0,0,0.0,5.0
10171,274422174,17.4,17.4,57.8,12,17,47000,47000,2.0,1,0,1,0,0,0,9.0,5.0
7982,269792071,10.393,10.393,34.0,4,9,47000,50000,2.0,0,0,1,0,0,0,9.0,1.0
9113,271167422,9.684,5.809,51.0,4,12,47000,47000,2.0,1,1,0,0,1,0,0.0,5.0
8867,270226590,16.881,11.114,64.0,9,9,47000,47000,3.0,1,0,0,0,1,0,3.0,5.0
19294,274975405,18.647,18.647,64.0,12,17,47000,47000,2.0,1,0,0,0,1,0,1.0,3.0
16014,274751814,16.795,16.822,45.0,2,9,47000,47000,2.0,0,0,1,0,0,0,5.0,5.0
16015,274611706,15.84,16.807,68.0,9,12,47000,47000,3.0,1,1,1,0,0,0,5.0,5.0
6467,274001365,12.969,12.969,40.0,21,24,47000,47000,1.0,1,0,1,0,0,0,3.0,3.0
501,274653913,8.7,8.406,40.0,2,9,47000,47000,1.0,1,0,1,0,0,0,9.0,1.0
16618,273497234,8.162,8.204,54.0,7,8,47000,47000,2.0,1,0,0,0,0,0,4.0,1.0
16355,272325386,13.445,12.825,39.0,13,16,47000,47000,1.0,0,0,1,0,0,0,4.0,5.0
19295,264551789,18.647,18.647,38.0,12,14,47000,47000,1.0,1,0,0,0,1,0,1.0,5.0
19006,274683614,18.912,18.912,38.0,6,14,47000,47000,1.0,1,0,1,0,0,0,5.0,1.0
18086,212566084,15.291,15.291,60.0,11,17,47000,47000,2.0,1,0,1,0,0,0,4.0,5.0
12568,274571103,1.315,12.811,44.0,3,5,47000,25000,2.0,1,1,0,0,0,0,0.0,1.0
9623,274009934,23.881,23.881,50.0,20,31,47000,47000,1.0,1,0,0,0,0,0,8.0,3.0
15818,274803148,7.699,8.918,38.0,1,16,47000,47000,1.0,1,1,0,0,0,0,1.0,0.0
18637,271379538,4.647,5.234,38.0,7,16,47000,47000,1.0,0,0,0,1,0,0,4.0,5.0
12387,263214585,9.979,9.979,37.7,3,25,47000,47000,1.0,1,0,0,0,1,0,0.0,3.0
4665,274557911,9.979,8.222,54.0,2,16,47000,47000,2.0,1,1,0,0,0,0,0.0,5.0
6754,274656177,14.143,13.647,45.1,6,9,47000,47000,2.0,0,0,0,0,1,0,1.0,5.0
8777,274567697,8.909,9.473,45.0,5,5,47000,47000,2.0,1,1,0,0,1,0,8.0,4.0
6849,274135530,17.137,18.136,75.0,9,16,47000,47000,3.0,1,1,1,0,0,0,8.0,4.0
14890,275004295,7.528,6.873,32.0,1,5,47000,47000,1.0,0,0,0,0,0,0,7.0,1.0
13169,273367419,8.752,8.223,45.0,5,9,47000,47000,2.0,1,1,0,0,0,0,7.0,5.0
13585,274697037,9.384,10.49,45.0,3,5,47000,47000,2.0,1,1,0,0,1,0,1.0,1.0
3463,274985148,9.384,10.016,40.0,12,16,47000,47000,1.0,1,1,1,0,0,0,1.0,5.0
4142,274902340,2.789,7.402,37.0,5,9,47000,47000,1.0,1,0,0,0,0,0,4.0,0.0
4914,274904916,8.752,14.411,50.0,14,14,47000,47000,2.0,1,0,0,0,0,0,7.0,5.0
11938,273519268,9.764,10.84,50.0,5,9,47000,10000,3.0,1,1,0,0,1,0,7.0,4.0
14953,274475506,7.528,7.528,24.0,4,4,47000,47000,1.0,0,0,1,0,0,0,7.0,3.0
12699,263415590,20.777,34.901,54.0,10,17,47000,47000,2.0,1,0,1,0,0,0,1.0,5.0
6989,272823516,17.304,16.8,65.0,6,9,47000,30000,3.0,0,0,0,0,1,0,8.0,4.0
13980,274588464,13.184,13.184,55.0,1,17,47000,47000,2.0,1,1,1,0,0,0,1.0,5.0
13301,273623655,10.405,10.35,55.0,3,5,47000,47000,2.0,1,0,1,0,0,0,3.0,1.0
2186,274431652,12.969,9.021,36.0,6,9,47000,47000,2.0,1,0,1,0,0,0,3.0,1.0
13643,274360967,11.26,9.474,40.0,2,19,47000,47000,1.0,0,0,1,0,0,0,1.0,5.0
5604,273136400,12.969,15.07,73.0,14,17,47000,47000,3.0,1,1,0,0,0,0,3.0,5.0
12122,274429837,12.969,12.969,53.0,7,15,47000,47000,2.0,1,1,0,0,0,0,4.0,1.0
14331,191688442,7.699,8.181,44.0,2,5,47000,47000,2.0,1,0,0,0,1,0,9.0,1.0
12698,274140116,20.777,21.266,54.0,7,17,47000,47000,2.0,1,1,0,0,0,0,1.0,5.0
15819,272817344,8.242,5.248,49.7,3,9,47000,47000,2.0,1,1,0,0,1,0,9.0,1.0
543,272338965,8.7,8.575,44.0,8,9,47000,47000,2.0,1,0,0,0,0,0,9.0,5.0
8127,273479493,14.517,14.546,53.9,9,14,47000,47000,2.0,1,1,0,0,1,0,7.0,5.0
4727,274094485,10.141,9.0,43.0,5,5,47000,47000,2.0,1,1,0,0,0,0,0.0,1.0
2350,273802288,14.517,13.303,57.0,5,14,47000,50000,2.0,1,1,0,0,1,0,3.0,1.0
877,274791627,19.033,18.74,45.0,7,25,47000,50000,1.0,0,0,1,0,0,0,5.0,3.0
5782,274952285,4.006,3.92,40.0,15,16,47000,47000,1.0,1,0,0,0,1,0,6.0,4.0
2073,274668543,14.322,15.42,45.0,7,12,47000,47000,2.0,1,1,0,1,0,0,5.0,5.0
2606,274679549,8.162,9.833,32.0,3,3,47000,25000,1.0,0,0,0,1,0,0,4.0,1.0
16466,274929901,11.794,11.051,40.0,11,14,47000,47000,1.0,0,0,0,0,1,0,7.0,5.0
9219,263466083,14.563,14.563,44.0,12,14,47000,47000,2.0,1,0,1,0,0,0,9.0,0.0
16537,274391190,10.673,10.212,40.0,15,20,46999,46999,1.0,1,0,1,0,0,0,7.0,3.0
6752,270589651,13.192,13.192,65.0,7,25,46990,30000,2.0,1,0,0,0,1,0,1.0,5.0
4610,272855250,14.517,17.335,40.0,4,21,46900,46900,1.0,1,0,0,0,1,0,3.0,3.0
4180,274878015,15.291,14.816,37.9,3,12,46800,46800,2.0,1,1,0,0,1,0,4.0,5.0
15559,274574209,10.914,8.934,45.4,10,12,46500,48000,2.0,0,0,0,1,0,0,0.0,4.0
16536,274066696,11.794,10.156,43.8,10,13,46000,46000,1.0,1,0,1,0,0,0,7.0,3.0
3647,274808489,8.465,7.444,43.5,7,8,46000,46000,2.0,1,0,1,0,0,0,0.0,1.0
18427,274947709,3.686,4.315,45.0,4,5,46000,46000,2.0,1,0,0,0,1,0,9.0,1.0
4209,182831178,10.585,8.065,39.0,7,9,46000,46000,2.0,1,0,0,0,1,0,4.0,0.0
12152,274759029,12.969,12.969,53.6,5,17,46000,46000,2.0,1,0,0,0,1,0,4.0,5.0
18121,274731406,13.445,20.132,60.0,7,17,46000,46000,2.0,1,0,1,0,0,0,7.0,5.0
11168,274976302,10.883,10.883,48.0,4,18,46000,46000,1.0,1,0,0,0,0,0,8.0,5.0
7872,274310880,15.291,14.935,44.0,5,12,46000,46000,2.0,0,0,0,0,1,0,4.0,4.0
11972,274821764,9.764,10.216,62.0,2,9,46000,46000,2.0,1,0,0,0,1,0,7.0,5.0
7092,273811808,13.722,13.511,56.0,6,16,46000,46000,2.0,1,0,0,0,1,0,8.0,5.0
7093,273874272,13.722,13.722,40.0,7,14,46000,46000,1.0,1,0,1,0,0,0,8.0,5.0
18916,274668513,10.477,17.957,40.0,15,24,46000,46000,2.0,1,1,1,0,0,0,0.0,4.0
12297,197505558,17.899,18.824,62.0,10,22,46000,46000,2.0,1,1,0,0,1,0,9.0,5.0
18559,273647892,4.582,4.024,20.0,10,17,46000,46000,1.0,0,0,0,0,0,0,6.0,5.0
7782,274745005,15.291,14.935,44.0,5,12,46000,46000,2.0,1,0,0,0,0,0,4.0,5.0
17254,274962574,10.914,12.879,47.0,1,5,46000,46000,2.0,1,1,0,0,1,0,0.0,5.0
9218,274795780,12.412,13.494,54.0,3,9,46000,46000,2.0,1,1,0,0,1,0,9.0,5.0
2550,274889992,10.585,9.215,37.0,11,14,46000,46000,1.0,0,1,1,0,0,0,4.0,0.0
7492,268820958,10.93,9.356,14.0,3,5,46000,46000,1.0,1,0,0,0,1,0,8.0,1.0
13214,272823934,8.752,8.752,46.8,7,9,46000,46000,2.0,1,0,0,0,1,0,7.0,4.0
2920,274404109,14.143,14.143,46.0,6,9,46000,46000,2.0,1,1,0,0,1,0,1.0,5.0
16947,274408182,15.98,16.0,44.2,9,9,46000,46000,2.0,1,1,0,0,1,0,9.0,4.0
14102,274949323,10.89,11.916,32.0,5,5,46000,46000,1.0,1,1,1,0,0,0,0.0,4.0
19106,274235092,13.804,14.326,43.0,2,5,46000,46000,2.0,1,1,0,0,1,0,5.0,4.0
6751,150187215,13.192,13.192,39.0,15,17,46000,47000,1.0,0,0,1,0,0,0,1.0,5.0
5905,274588586,3.686,6.837,64.0,2,4,46000,46000,3.0,1,0,0,0,1,0,9.0,1.0
5711,274949496,12.969,12.969,37.0,2,12,46000,46000,1.0,0,0,1,0,0,0,3.0,3.0
17159,274581457,3.074,12.879,47.0,1,5,46000,46000,2.0,0,0,0,0,0,0,0.0,5.0
16354,268749108,13.445,12.482,39.4,5,12,46000,46000,1.0,1,0,1,0,0,0,4.0,5.0
4726,274081535,7.99,8.46,40.0,13,14,46000,46000,1.0,0,0,0,1,0,0,0.0,5.0
957,274463536,17.659,17.659,64.0,15,24,46000,46000,2.0,1,0,0,0,1,0,5.0,4.0
16755,274238732,8.865,20.406,54.0,9,17,46000,46000,2.0,1,1,0,0,1,0,8.0,5.0
9497,255784895,12.898,12.898,60.0,9,9,46000,46000,3.0,1,0,0,0,1,0,7.0,5.0
1537,266229938,11.535,9.911,50.0,6,12,46000,46000,2.0,1,0,0,0,1,0,3.0,0.0
15509,273523844,10.914,11.182,54.0,11,17,46000,46000,2.0,1,0,1,0,0,0,0.0,4.0
1470,274655380,10.673,9.911,50.0,6,12,46000,46000,2.0,1,0,1,0,0,0,3.0,0.0
6999,274096286,17.137,17.137,55.0,7,9,46000,46000,1.0,1,0,1,0,0,0,8.0,5.0
16353,263106501,13.445,13.648,50.0,12,12,46000,46000,2.0,1,0,1,0,0,0,4.0,5.0
13728,274781517,9.384,11.099,38.2,6,9,46000,46000,1.0,0,0,1,0,0,0,1.0,4.0
13348,274391149,10.405,10.842,18.0,4,5,46000,46000,2.0,1,0,0,0,1,0,3.0,4.0
13349,273681313,9.894,10.842,18.0,4,6,46000,46000,2.0,1,1,0,1,0,0,3.0,4.0
8921,232762248,16.881,10.717,16.0,2,3,46000,46000,2.0,1,0,1,0,0,0,3.0,4.0
2587,258442973,8.162,9.206,42.0,2,5,46000,46000,2.0,1,1,0,0,1,0,4.0,1.0
13851,205965954,12.515,13.109,38.0,7,17,46000,46000,1.0,1,0,1,0,0,0,1.0,5.0
16849,274381976,20.51,20.513,39.0,5,17,46000,46000,1.0,1,0,0,1,0,0,8.0,5.0
16465,274099392,10.93,10.93,40.0,29,33,46000,46000,1.0,0,0,1,0,0,0,7.0,3.0
12828,273004649,15.582,15.582,60.0,18,25,46000,46000,2.0,1,0,0,0,1,0,0.0,3.0
16067,274573375,16.795,16.387,68.0,4,9,46000,23000,4.0,1,1,0,0,1,0,5.0,5.0
8464,272793920,11.14,10.025,45.0,2,5,46000,46000,2.0,1,0,1,0,0,0,8.0,0.0
16897,274903401,15.98,14.41,45.0,7,9,46000,46000,2.0,1,0,0,0,0,0,9.0,5.0
13729,266526706,11.27,10.773,45.0,1,5,46000,46000,2.0,1,1,0,0,1,0,1.0,1.0
3038,274180391,17.4,16.452,45.0,7,9,46000,46000,2.0,1,0,0,0,0,0,9.0,5.0
5865,274612641,5.833,6.053,52.0,5,8,46000,46000,2.0,1,1,0,0,1,0,7.0,1.0
10170,274217337,17.899,17.411,52.0,11,12,46000,46000,2.0,0,0,0,1,0,0,9.0,5.0
14661,273527806,12.012,12.012,34.0,5,9,46000,46000,3.0,1,1,0,0,0,0,3.0,0.0
16013,274898421,16.795,17.339,58.0,3,14,46000,46000,2.0,0,0,1,0,0,0,5.0,5.0
19254,273968675,18.647,17.101,59.0,10,17,46000,46000,2.0,1,1,0,0,1,0,1.0,4.0
1193,272681306,13.703,11.448,65.0,2,5,46000,46000,2.0,1,1,1,0,0,0,7.0,6.0
2510,274985514,8.162,9.206,42.0,2,5,46000,46000,2.0,1,1,0,0,0,0,4.0,1.0
4831,230969423,9.979,9.67,45.0,8,12,46000,46000,2.0,0,1,0,0,1,0,0.0,0.0
2551,270397880,10.214,10.214,20.0,6,26,46000,46000,2.0,0,0,0,1,0,0,4.0,4.0
13122,274904055,14.843,14.843,53.0,11,12,46000,46000,2.0,0,0,0,0,1,0,4.0,5.0
17556,274829186,12.898,13.222,51.0,3,16,46000,46000,2.0,1,1,0,0,0,0,0.0,5.0
9806,272514464,7.699,20.406,51.0,9,17,46000,46000,2.0,1,1,1,0,0,0,8.0,0.0
7369,251321844,2.466,4.295,42.0,8,17,46000,46000,1.0,1,1,1,0,0,0,6.0,5.0
13880,274508091,13.184,13.184,40.0,6,22,46000,46000,1.0,1,1,1,0,0,0,1.0,5.0
14058,272845699,10.89,11.176,48.0,2,15,46000,46000,1.0,1,0,1,0,0,0,0.0,3.0
18385,274653536,6.24,3.838,34.0,2,9,46000,46000,1.0,0,0,0,0,1,0,6.0,1.0
13463,264811236,11.759,11.759,60.0,14,22,46000,46000,2.0,1,0,0,0,1,0,1.0,3.0
5781,271977733,5.833,6.492,60.0,5,16,46000,46000,2.0,1,1,0,0,0,0,7.0,5.0
15434,272574177,2.29,1.903,30.0,8,12,46000,46000,1.0,1,0,0,0,1,0,6.0,1.0
647,273641609,8.7,8.628,48.0,6,9,46000,45000,2.0,0,0,0,0,1,0,9.0,0.0
8259,268987280,13.703,14.517,35.0,15,17,46000,46000,1.0,0,0,0,1,0,0,7.0,5.0
17427,274324108,3.074,3.074,32.4,4,7,46000,46000,1.0,1,1,0,0,1,0,3.0,1.0
1452,274894407,10.93,10.93,42.0,4,5,46000,46000,2.0,1,1,0,0,1,0,7.0,4.0
2919,274581460,9.384,9.384,45.0,7,9,46000,23000,2.0,1,0,0,0,0,0,1.0,5.0
9496,265386289,13.15,13.842,55.0,9,9,46000,46000,3.0,1,0,0,0,1,0,7.0,0.0
14103,232760988,12.31,12.84,16.0,2,5,46000,46000,2.0,1,0,1,0,0,0,0.0,1.0
12815,272617075,15.582,15.582,75.0,4,4,46000,46000,2.0,1,1,0,0,1,0,0.0,3.0
14660,274829802,12.969,12.815,40.0,16,17,45900,46000,1.0,1,0,0,0,1,0,3.0,5.0
6267,242483613,11.822,11.158,43.7,10,12,45500,45500,2.0,1,0,0,0,1,0,4.0,0.0
8126,274352871,15.029,13.383,60.0,17,22,45500,45500,2.0,1,0,0,0,1,0,7.0,5.0
5151,273495191,14.849,13.25,37.8,7,9,45000,45000,2.0,1,0,0,0,1,0,9.0,0.0
13098,273927408,14.843,16.891,37.7,12,22,45000,45000,1.0,1,0,0,0,1,0,4.0,4.0
14848,273664450,15.84,15.84,43.1,1,5,45000,45000,2.0,1,0,0,1,0,0,5.0,1.0
16314,274552366,13.445,12.482,43.3,5,12,45000,45000,1.0,0,0,1,0,0,0,4.0,5.0
4654,274714298,14.517,10.669,43.3,1,5,45000,45000,2.0,0,0,1,0,0,0,0.0,4.0
14251,274343245,12.969,12.969,67.0,1,9,45000,40000,3.0,1,1,0,0,1,0,3.0,5.0
5660,274691695,12.969,12.969,42.0,6,23,45000,45000,1.0,0,0,1,0,0,0,3.0,2.0
13632,274952505,11.26,9.316,39.0,10,14,45000,45000,1.0,1,0,0,0,1,0,1.0,4.0
13604,274882939,9.41,10.831,42.0,11,25,45000,45000,1.0,0,0,1,0,0,0,1.0,3.0
14700,273077077,12.969,13.8,37.4,7,14,45000,50000,1.0,1,0,0,0,1,0,3.0,5.0
8966,274523561,9.894,7.267,37.4,3,12,45000,45000,2.0,1,1,0,0,1,0,4.0,5.0
600,274871346,8.7,8.584,50.0,6,14,45000,45000,1.0,1,0,1,0,0,0,9.0,3.0
2185,274039303,14.517,12.844,50.0,6,12,45000,50000,2.0,1,0,1,0,0,0,3.0,5.0
7174,257645587,14.407,14.407,50.0,4,9,45000,45000,2.0,1,0,1,0,0,0,8.0,5.0
8369,272978128,12.412,11.827,50.0,1,12,45000,45000,2.0,1,0,1,0,0,0,8.0,0.0
11787,267128050,11.095,11.7,54.0,11,17,45000,45000,2.0,1,0,0,0,0,0,1.0,4.0
11907,274810202,8.752,9.06,50.0,13,17,45000,45000,1.0,1,0,0,0,0,0,7.0,5.0
875,274995996,19.033,17.646,58.0,10,17,45000,45000,2.0,1,1,0,0,1,0,5.0,5.0
19181,272684861,12.569,12.569,37.9,8,13,45000,50000,1.0,0,0,1,0,0,0,1.0,4.0
14886,274536250,6.155,6.155,24.0,4,4,45000,45000,1.0,0,0,0,0,0,0,7.0,1.0
9011,274900940,10.914,13.69,50.0,3,9,45000,45000,2.0,1,1,1,0,0,0,0.0,4.0
4910,274246121,9.294,9.294,24.0,9,23,45000,45000,1.0,1,0,0,0,0,0,7.0,2.0
6409,274082259,12.969,16.593,50.0,3,9,45000,45000,2.0,1,0,0,0,0,0,3.0,5.0
14270,274702561,12.012,8.721,54.0,3,8,45000,45000,2.0,1,1,0,0,1,0,8.0,1.0
2068,274456021,16.644,15.392,54.0,14,16,45000,45000,2.0,1,0,1,0,0,0,5.0,5.0
7778,274893072,15.291,15.282,54.0,3,14,45000,25000,2.0,1,0,0,0,1,0,4.0,5.0
16151,274631752,7.971,8.774,39.0,3,12,45000,45000,1.0,0,0,1,0,0,0,4.0,0.0
4830,274735485,7.99,7.99,50.0,6,30,45000,45000,1.0,0,1,1,0,0,0,0.0,3.0
13374,229226136,7.971,10.879,24.0,5,5,45000,20000,2.0,1,1,0,1,0,0,4.0,4.0
4609,273875697,15.029,15.029,37.7,4,17,45000,45000,1.0,1,1,1,0,0,0,3.0,5.0
7089,274776373,14.407,14.251,37.5,13,17,45000,45000,1.0,0,0,0,0,1,0,8.0,5.0
14289,274748256,7.699,7.158,37.5,4,4,45000,45000,2.0,0,0,0,0,0,0,8.0,1.0
4941,274146592,8.752,8.752,39.0,5,6,45000,45000,1.0,1,0,0,1,0,0,7.0,4.0
12398,274389079,9.979,9.979,39.1,8,17,45000,45000,1.0,1,0,0,0,1,0,0.0,2.0
16313,274849740,13.445,13.088,54.0,3,16,45000,30000,2.0,1,0,0,0,1,0,4.0,5.0
13824,274464298,15.351,15.351,50.0,8,14,45000,45000,2.0,1,0,0,0,1,0,9.0,5.0
252,240575765,16.496,18.477,65.0,6,14,45000,45000,2.0,1,0,1,0,0,0,4.0,5.0
16113,274780161,15.84,15.84,43.9,4,9,45000,10000,2.0,1,0,0,0,1,0,5.0,5.0
14781,274979227,15.84,15.898,43.7,4,5,45000,25000,2.0,1,0,1,0,0,0,5.0,1.0
16101,274905735,15.84,15.84,44.0,3,5,45000,45000,2.0,1,0,1,0,0,0,5.0,5.0
7368,178291324,4.006,37.615,44.0,2,17,45000,45000,1.0,0,0,1,0,0,0,6.0,5.0
16943,274359027,15.98,15.911,44.0,7,9,45000,45000,2.0,1,1,1,0,0,0,9.0,5.0
11638,274617072,5.753,5.738,35.0,3,6,45000,45000,1.0,0,0,1,0,0,0,0.0,1.0
6909,274871290,17.137,17.137,42.0,5,9,45000,45000,2.0,0,1,0,1,0,0,8.0,5.0
12669,274174798,12.31,20.945,54.0,3,14,45000,45000,2.0,1,0,1,0,0,0,1.0,5.0
5656,274486571,12.969,12.316,42.0,20,26,45000,45000,1.0,1,0,1,0,0,0,3.0,4.0
14417,198424393,7.699,8.998,42.0,2,5,45000,45000,2.0,1,0,0,0,1,0,8.0,4.0
16008,274435052,15.84,17.389,42.0,7,14,45000,45000,1.0,1,0,1,0,0,0,5.0,5.0
16829,271245554,19.644,21.15,58.0,14,16,45000,45000,2.0,1,0,0,0,1,0,8.0,5.0
800,274747600,17.899,6.012,25.0,2,20,45000,45000,1.0,0,0,1,0,0,0,9.0,4.0
