,ID,metro_kremlin,house_kremlin,sq,floor,height,price,deposit,rooms,child,animal,euro,design,cosmetic,no_rem,area_code_skl,type_h_skl
5510,242674672,6.499,6.531,43.0,5,5,48000,49500,2.0,1,0,0,0,1,0,4.0,5.0
2310,274620433,12.569,13.224,57.0,13,20,48000,48000,2.0,0,0,1,0,0,0,3.0,4.0
1927,274806479,11.973,11.608,56.7,2,5,48000,48000,3.0,1,0,0,0,0,1,4.0,1.0
2249,274532104,12.569,13.278,56.8,4,5,48000,48000,3.0,1,0,0,0,0,0,3.0,1.0
16120,274090867,16.795,8.737,38.0,9,16,48000,48000,1.0,0,0,0,0,1,0,3.0,4.0
8083,274657660,15.029,15.029,62.0,7,9,48000,48000,3.0,1,0,0,0,1,0,3.0,1.0
9742,273588058,24.324,23.554,73.8,12,17,48000,48000,3.0,1,0,0,0,1,0,8.0,5.0
6756,265915420,14.143,13.459,53.4,9,16,48000,48000,2.0,0,0,0,0,1,0,1.0,5.0
7182,274849194,14.407,14.407,38.0,12,17,48000,45000,1.0,0,0,1,0,0,0,8.0,5.0
15820,273664379,5.189,8.548,42.0,15,15,48000,48000,1.0,0,0,0,1,0,0,1.0,1.0
6609,273782453,8.866,8.866,50.0,15,20,48000,48000,1.0,1,0,1,0,0,0,9.0,5.0
7181,274404202,13.722,13.193,50.0,9,9,48000,48000,3.0,1,1,0,0,0,0,8.0,5.0
16594,274398335,6.499,6.152,30.0,7,17,48000,48000,1.0,1,1,1,0,0,0,4.0,5.0
9544,274797468,13.15,13.15,49.9,4,9,48000,48000,3.0,1,1,0,0,1,0,0.0,5.0
1841,272422803,10.882,10.882,40.0,16,16,48000,29000,2.0,1,0,0,0,0,0,4.0,0.0
7370,272239169,3.621,4.197,38.0,4,17,48000,48000,1.0,0,0,1,0,0,0,6.0,5.0
6856,270675810,17.304,17.39,45.0,5,9,48000,48000,2.0,0,0,0,0,1,0,8.0,5.0
6913,221728411,17.137,16.929,61.0,5,9,48000,48000,3.0,1,0,0,0,1,0,8.0,3.0
7421,273986920,10.393,9.178,28.0,1,25,48000,48000,1.0,1,0,1,0,0,0,9.0,5.0
13881,273105146,13.184,12.745,52.0,6,17,48000,48000,2.0,1,0,0,0,1,0,1.0,5.0
17557,274307836,12.898,13.274,52.0,3,12,48000,48000,2.0,1,0,0,0,0,0,0.0,5.0
9743,251016120,23.561,25.359,63.0,8,12,48000,48000,2.0,1,1,0,0,1,0,8.0,5.0
13732,244269272,9.41,9.461,34.0,11,16,48000,48000,1.0,1,0,0,1,0,0,1.0,5.0
4889,274829174,10.93,10.93,28.0,3,16,48000,48000,1.0,1,1,0,0,0,0,7.0,3.0
8128,274753470,15.029,13.065,52.0,15,17,48000,48000,2.0,1,0,0,0,1,0,7.0,5.0
5784,274868226,6.465,6.465,28.0,3,16,48000,48000,1.0,1,1,1,0,0,0,7.0,3.0
10312,274212701,7.99,9.377,46.0,5,5,48000,48000,2.0,0,0,0,0,1,0,0.0,1.0
7371,273956307,2.466,4.322,40.0,2,14,48000,48000,2.0,1,1,0,0,0,0,6.0,5.0
16068,274297431,15.84,17.236,56.0,9,16,48000,48000,2.0,1,1,0,0,1,0,5.0,5.0
2309,274664171,12.969,13.566,56.0,7,16,48000,48000,2.0,1,0,0,0,1,0,3.0,1.0
18327,274639436,15.98,18.275,59.0,5,12,48000,48000,3.0,1,0,0,0,0,0,9.0,0.0
19008,194295281,18.912,14.113,38.0,7,23,48000,48000,1.0,1,0,1,0,0,0,5.0,3.0
18088,273791783,13.445,14.649,50.0,4,9,48000,48000,2.0,1,0,1,0,0,0,4.0,5.0
19296,274551795,18.647,18.546,39.0,5,19,48000,40000,2.0,0,0,1,0,0,0,1.0,3.0
964,266752532,19.033,19.598,50.0,7,17,48000,48000,2.0,1,0,0,0,1,0,5.0,5.0
5349,274808716,8.929,8.929,23.0,5,5,48000,48000,2.0,0,1,0,1,0,0,4.0,1.0
2016,272422101,14.322,14.401,54.0,9,16,48000,45000,2.0,1,0,0,0,1,0,5.0,5.0
11014,249573777,3.602,6.514,60.0,2,8,48000,48000,2.0,1,1,0,0,1,0,1.0,1.0
18741,273545652,4.647,10.035,45.0,3,9,48000,48000,2.0,1,0,0,0,0,0,3.0,5.0
18740,270880319,4.647,4.647,38.0,15,17,48000,48000,1.0,1,0,0,0,0,0,3.0,5.0
11094,219759847,3.602,10.389,41.0,10,22,48000,48000,1.0,0,0,1,0,0,0,1.0,0.0
18087,273521544,15.291,15.727,52.0,9,14,48000,48000,2.0,0,0,1,0,0,0,4.0,3.0
17979,274267275,12.515,12.515,91.0,3,4,48000,48000,3.0,1,0,0,0,1,0,5.0,1.0
9177,268102024,14.563,13.572,36.0,8,14,48000,48000,1.0,0,0,0,0,0,0,9.0,0.0
14332,274645066,7.699,7.045,55.0,5,5,48000,48000,2.0,1,1,0,0,0,0,8.0,6.0
4251,274655000,4.647,12.724,50.0,6,12,48000,48000,2.0,1,1,1,0,0,0,7.0,0.0
15167,273903013,18.998,15.935,54.0,4,16,48000,48000,2.0,1,0,0,0,1,0,4.0,5.0
17290,270547662,12.898,21.353,59.0,2,6,48000,48000,2.0,1,1,0,0,0,0,5.0,1.0
18011,274599124,12.515,13.513,55.0,3,22,48000,48000,2.0,1,1,0,0,1,0,4.0,3.0
14615,274968528,12.992,18.21,58.3,9,14,48000,48000,2.0,1,0,1,0,0,0,3.0,5.0
19257,274425714,18.647,18.647,38.0,8,11,48000,50000,1.0,0,0,0,1,0,0,1.0,3.0
1764,274892207,14.843,31.771,33.0,3,9,48000,48000,1.0,0,0,0,0,0,0,4.0,5.0
6850,274565211,17.137,17.828,65.0,3,9,48000,48000,3.0,1,0,1,0,0,0,8.0,4.0
13883,274106133,13.184,13.108,50.0,8,17,48000,25000,2.0,1,0,0,0,1,0,1.0,5.0
13379,273388438,10.405,10.405,54.0,2,17,48000,48000,3.0,1,0,0,0,1,0,4.0,1.0
13302,273850197,10.405,10.405,54.0,2,17,48000,48000,3.0,1,0,0,0,0,0,4.0,5.0
10237,267681141,17.4,17.4,39.3,13,25,48000,45000,1.0,0,0,1,0,0,0,9.0,5.0
15668,244118413,5.787,4.486,42.0,2,9,48000,48000,2.0,0,0,1,0,0,0,6.0,1.0
18529,274334445,3.534,4.634,43.0,5,5,48000,48000,2.0,1,0,0,0,1,0,4.0,1.0
11470,272792333,4.582,6.493,42.0,5,5,48000,48000,2.0,1,0,0,0,1,0,4.0,0.0
502,274955317,8.7,9.036,44.0,3,5,48000,24000,2.0,1,0,0,0,1,0,9.0,1.0
3614,273953324,7.46,7.444,44.0,8,8,48000,48000,2.0,1,0,0,0,0,0,0.0,1.0
6632,253855694,10.829,10.829,32.0,3,13,48000,50000,1.0,0,0,1,0,0,0,9.0,5.0
6542,274934329,8.7,9.284,41.0,7,16,48000,48000,1.0,0,0,0,0,0,0,9.0,5.0
1370,274587449,10.673,10.7,32.0,4,12,48000,48000,2.0,1,0,0,0,1,0,7.0,5.0
1453,274590828,10.673,10.7,32.0,4,12,48000,48000,2.0,1,0,0,0,1,0,7.0,5.0
16830,274045220,20.51,20.971,54.0,17,17,48000,48000,2.0,1,0,0,1,0,0,8.0,5.0
6714,273551058,13.192,13.647,50.0,5,9,48000,48000,2.0,1,0,0,0,1,0,1.0,5.0
11961,167547288,9.764,9.06,50.0,15,17,48000,48000,1.0,1,0,0,1,0,0,7.0,5.0
16016,274438613,16.795,16.795,40.0,3,9,48000,24000,2.0,1,0,1,0,0,0,5.0,4.0
18226,274457319,20.432,19.876,64.0,4,17,48000,48000,2.0,1,1,1,0,0,0,7.0,3.0
16831,274624842,20.51,20.643,63.0,10,24,48000,48000,2.0,1,0,0,0,1,0,8.0,5.0
13215,270413043,8.752,7.719,35.0,2,21,48000,48000,1.0,0,0,0,0,1,0,7.0,3.0
11596,273726195,6.465,5.595,35.0,9,12,48000,50000,1.0,0,0,0,1,0,0,0.0,0.0
11574,274572857,4.582,6.719,46.0,8,12,48000,48000,2.0,1,1,0,0,1,0,0.0,0.0
9047,274337833,7.504,6.719,46.0,8,12,48000,48000,2.0,1,1,0,0,1,0,0.0,0.0
5152,273403983,14.849,13.187,37.0,2,9,48000,48000,2.0,0,0,1,0,0,0,9.0,0.0
3891,272811755,8.735,8.701,36.8,8,12,48000,48000,1.0,1,1,0,0,1,0,3.0,1.0
7874,274485563,13.445,13.445,44.4,4,9,48000,45000,2.0,1,0,1,0,0,0,4.0,5.0
19009,274865175,17.309,13.279,65.0,2,5,48000,48000,2.0,1,0,0,0,1,0,5.0,1.0
3618,273611583,8.242,7.444,44.0,8,8,48000,48000,2.0,1,0,1,0,0,0,0.0,1.0
1197,272943694,11.252,16.974,41.0,2,5,48000,24000,2.0,1,0,0,0,0,0,7.0,1.0
2426,274634976,13.113,11.249,42.0,3,14,48000,50000,1.0,1,0,1,0,0,0,9.0,1.0
16696,273239826,8.162,7.515,58.0,7,8,48000,48000,2.0,1,1,0,0,1,0,4.0,1.0
6563,274246113,8.288,8.349,45.0,1,9,48000,48000,2.0,0,0,0,0,0,0,9.0,0.0
12173,274571110,14.843,17.278,45.0,6,9,48000,48000,2.0,1,1,0,0,0,0,9.0,5.0
11171,273863862,9.898,37.186,45.0,7,16,48000,48000,1.0,1,0,1,0,0,0,1.0,0.0
15199,274971560,16.496,17.187,52.0,11,12,48000,48000,2.0,0,0,0,0,1,0,4.0,5.0
12242,272267484,17.899,17.329,42.0,15,22,48000,48000,1.0,1,0,1,0,0,0,9.0,3.0
14536,274449146,12.992,12.992,37.0,22,24,48000,48000,1.0,0,0,0,0,0,0,0.0,3.0
13645,274946930,11.26,11.144,44.0,5,5,48000,48000,2.0,1,0,0,0,1,0,1.0,1.0
12244,261298034,17.899,18.917,41.5,6,23,48000,48000,1.0,1,1,1,0,0,0,8.0,3.0
6186,274980567,2.74,11.193,44.0,3,8,48000,48000,2.0,1,0,1,0,0,0,4.0,1.0
5161,244542035,13.113,13.823,36.0,11,15,48000,48000,1.0,1,1,1,0,0,0,9.0,1.0
15046,273762021,19.644,16.45,65.0,14,15,48000,25000,2.0,1,0,1,0,0,0,9.0,2.0
5952,261265401,5.189,5.709,45.0,7,9,48000,48000,2.0,1,0,0,0,1,0,9.0,1.0
2424,240655129,13.113,12.092,51.0,15,23,48000,48000,1.0,1,0,0,0,1,0,9.0,3.0
7918,273219644,6.906,9.588,56.0,5,12,48000,25000,2.0,0,0,0,0,1,0,8.0,0.0
1196,273471830,12.651,12.651,36.0,4,10,48000,48000,1.0,0,0,0,0,0,0,7.0,3.0
13733,216650666,9.384,9.918,51.0,2,25,48000,30000,2.0,0,0,1,0,0,0,1.0,4.0
7094,274976313,13.722,13.722,38.0,6,9,48000,48000,1.0,1,0,0,0,0,0,8.0,5.0
1454,274681466,10.673,11.759,58.0,12,17,48000,48000,2.0,1,0,1,0,0,0,7.0,5.0
2017,274018554,14.322,14.322,43.0,10,23,48000,48000,2.0,1,0,1,0,0,0,5.0,3.0
5750,274897098,6.155,11.561,42.0,4,17,48000,48000,1.0,1,0,0,0,1,0,7.0,3.0
677,274654881,5.189,9.284,42.0,7,16,48000,48000,1.0,0,0,1,0,0,0,9.0,5.0
16095,274344584,15.84,17.385,58.0,9,16,48000,48000,2.0,1,0,0,0,1,0,5.0,0.0
8833,270555842,16.881,11.57,45.0,2,5,48000,48000,2.0,1,0,0,0,0,0,3.0,5.0
16898,273938085,15.98,16.026,48.0,5,25,48000,48000,2.0,1,1,0,0,0,0,9.0,0.0
13170,264984188,8.752,9.681,45.0,1,5,48000,45000,2.0,1,0,0,0,1,0,7.0,1.0
1928,274553877,11.973,11.973,70.0,8,16,48000,48000,3.0,1,1,0,0,1,0,4.0,5.0
15510,274020500,10.914,8.966,40.0,9,16,48000,24000,1.0,1,1,0,0,0,0,0.0,5.0
8436,274529281,11.14,11.14,51.0,2,17,48000,48000,2.0,0,0,1,0,0,0,8.0,5.0
10680,274663479,7.565,9.6,42.0,8,8,48000,48000,2.0,1,0,0,0,1,0,1.0,1.0
14200,273664891,12.969,15.661,53.0,10,12,48000,48000,2.0,1,0,0,0,1,0,3.0,5.0
4145,274537122,6.881,11.178,60.0,8,13,48000,48000,2.0,1,1,1,0,0,0,4.0,5.0
18561,274936080,4.647,4.279,36.0,1,9,48000,48000,1.0,1,0,0,0,1,0,4.0,5.0
8370,274931863,12.412,10.486,38.9,11,14,48000,48000,1.0,1,0,0,0,1,0,8.0,5.0
873,268685672,17.659,19.91,50.0,1,17,48000,48000,2.0,1,0,1,0,0,0,5.0,5.0
11669,258366899,5.753,7.005,45.0,3,5,48000,48000,2.0,1,0,1,0,0,0,0.0,1.0
544,268231053,8.7,9.385,30.0,9,17,48000,48000,1.0,1,0,0,1,0,0,9.0,3.0
13404,275002490,10.882,11.596,42.0,4,9,48000,48000,2.0,1,1,0,0,1,0,8.0,0.0
12633,266564949,12.31,13.597,52.0,11,15,48000,48000,2.0,1,0,0,0,1,0,0.0,1.0
18965,273818675,18.912,18.912,39.0,6,19,48000,48000,1.0,1,0,0,0,1,0,5.0,4.0
8869,274402064,16.881,7.367,57.0,2,9,48000,48000,2.0,1,0,0,0,1,0,3.0,5.0
9741,273109825,23.561,23.429,58.0,11,14,48000,48000,2.0,1,1,0,0,0,0,8.0,5.0
603,274238770,8.7,7.91,42.0,16,21,48000,48000,1.0,1,0,0,0,1,0,9.0,5.0
3101,274505966,17.4,15.398,40.0,13,22,48000,50000,1.0,1,0,0,1,0,0,9.0,4.0
6840,274918803,13.192,16.224,38.8,21,22,48000,48000,1.0,1,0,1,0,0,0,8.0,5.0
14333,273885366,7.699,7.809,38.7,10,12,48000,48000,2.0,1,0,0,0,1,0,8.0,0.0
6564,274256787,8.7,8.405,38.0,8,17,48000,48000,1.0,0,0,1,0,0,0,9.0,5.0
13644,272607320,9.384,10.191,52.0,13,13,48000,48000,2.0,1,1,0,0,1,0,1.0,5.0
8868,274871332,16.881,11.57,45.0,2,5,48000,48000,2.0,0,0,0,0,1,0,3.0,0.0
689,274913314,13.113,15.107,58.0,1,9,48000,48000,3.0,1,1,1,0,0,0,9.0,5.0
11410,274068090,4.582,18.21,58.0,9,14,48000,48000,2.0,1,1,0,0,0,0,3.0,5.0
5986,273100765,5.189,5.189,51.6,4,5,48000,48000,2.0,0,0,1,0,0,0,9.0,1.0
18639,237811905,4.647,4.574,45.0,3,15,48000,50000,2.0,1,0,0,0,1,0,4.0,5.0
961,274960530,17.659,18.387,30.0,13,24,48000,48000,1.0,1,0,0,0,0,0,5.0,3.0
13558,274880657,10.883,11.241,45.0,6,9,48000,48000,2.0,0,0,0,0,1,0,1.0,5.0
15670,274624921,20.63,5.938,37.8,5,9,48000,48000,2.0,0,0,0,0,1,0,7.0,1.0
17762,234332793,14.407,15.008,39.1,6,18,48000,48000,1.0,1,0,0,1,0,0,8.0,3.0
9583,252688846,24.804,24.804,87.0,9,33,48000,48000,3.0,1,1,1,0,0,0,8.0,4.0
17256,274057666,10.93,12.186,55.0,8,14,48000,48000,2.0,1,0,0,0,1,0,0.0,0.0
4943,274972133,5.833,12.969,42.0,2,6,48000,24000,2.0,1,0,0,1,0,0,7.0,3.0
11640,250519095,5.753,7.005,42.0,1,5,48000,20000,2.0,1,1,0,0,1,0,0.0,1.0
15593,273815954,10.914,10.914,35.0,6,30,48000,55000,1.0,1,0,0,0,1,0,7.0,2.0
2921,274741951,8.366,10.964,40.0,13,14,48000,48000,2.0,1,0,1,0,0,0,1.0,5.0
960,274047064,17.659,18.387,30.0,14,24,48000,48000,1.0,0,0,0,0,0,0,5.0,3.0
9739,274337609,24.324,23.608,63.0,13,14,48000,48000,3.0,1,1,0,0,0,0,8.0,5.0
9144,242172251,12.31,12.31,63.0,9,16,48000,48000,2.0,0,0,1,0,0,0,9.0,5.0
2015,274787402,14.322,14.322,44.0,4,9,48000,48000,2.0,1,0,0,0,0,0,5.0,5.0
16796,273317124,20.53,21.102,59.0,13,17,48000,48000,2.0,1,0,1,0,0,0,8.0,5.0
3720,271392548,8.863,8.417,40.0,2,8,48000,48000,2.0,1,1,0,0,1,0,0.0,4.0
1930,274807322,11.973,13.118,45.1,8,9,48000,44900,2.0,1,1,1,0,0,0,4.0,5.0
12163,275003632,12.969,16.665,45.1,3,9,48000,48000,2.0,1,0,1,0,0,0,9.0,5.0
6699,274856127,13.192,13.647,48.0,5,9,48000,48000,2.0,1,1,0,0,1,0,1.0,5.0
303,274265622,3.364,3.797,25.0,4,9,48000,48000,1.0,0,0,0,0,0,0,6.0,1.0
2425,273224445,10.829,12.407,54.0,16,17,48000,48000,2.0,1,0,0,0,1,0,9.0,5.0
13647,274062559,9.384,10.172,48.0,6,22,48000,48000,1.0,0,0,0,0,1,0,1.0,4.0
12388,244290454,9.979,9.979,67.0,4,5,48000,48000,3.0,1,0,1,0,0,0,0.0,5.0
13350,274449001,10.405,9.183,53.0,2,5,48000,48000,2.0,0,0,0,0,1,0,4.0,1.0
4902,274491947,6.155,13.224,38.0,23,25,48000,48000,1.0,1,1,0,1,0,0,7.0,3.0
16539,274712425,10.93,10.93,50.2,7,17,48000,48000,2.0,1,1,1,0,0,0,7.0,5.0
9530,271385464,13.15,12.945,52.0,10,17,48000,48000,2.0,1,0,1,0,0,0,0.0,5.0
6565,274538873,8.7,9.284,40.0,7,16,48000,48000,1.0,0,0,1,0,0,0,9.0,5.0
8265,274072214,13.703,13.065,56.0,15,17,48000,48000,2.0,0,0,0,0,1,0,7.0,5.0
6956,274736636,17.137,17.137,54.0,7,16,48000,48000,2.0,1,0,1,0,0,0,8.0,5.0
7493,271735394,10.393,10.393,56.7,9,14,48000,50000,2.0,0,0,0,0,1,0,9.0,1.0
802,271868770,16.651,17.498,45.0,7,22,48000,48000,1.0,0,0,1,0,0,0,9.0,3.0
8922,242080784,6.881,10.411,60.0,2,5,48000,48000,3.0,0,0,0,0,1,0,3.0,4.0
13254,274946774,8.752,9.681,43.0,1,5,48000,25000,2.0,1,0,0,0,1,0,7.0,1.0
6644,274882260,8.7,8.7,42.0,7,14,48000,48000,2.0,1,1,0,0,1,0,9.0,0.0
15198,274871331,16.496,16.252,55.0,7,16,48000,48000,2.0,1,0,0,0,1,0,4.0,5.0
9220,274951624,14.563,13.572,35.0,8,14,48000,48000,1.0,0,0,1,0,0,0,9.0,0.0
2119,247926392,16.644,14.545,32.6,2,9,48000,48000,1.0,0,0,0,0,1,0,5.0,5.0
16356,273860316,11.822,14.351,32.6,5,5,48000,48000,1.0,1,1,0,0,1,0,4.0,4.0
12972,272413903,7.772,8.794,50.0,1,5,48000,48000,2.0,1,0,1,0,0,0,3.0,1.0
10369,243160763,7.99,8.266,50.2,9,17,48000,48000,1.0,1,0,1,0,0,0,0.0,1.0
15582,230640451,10.914,8.966,38.0,9,16,48000,48000,1.0,1,0,0,1,0,0,0.0,4.0
15511,274920912,10.914,10.757,43.0,4,5,48000,48000,2.0,1,0,0,0,1,0,0.0,3.0
7095,274968904,13.722,13.197,45.0,7,12,48000,48000,2.0,1,1,1,0,0,0,8.0,5.0
14104,271350398,12.31,12.15,38.5,11,12,48000,48000,1.0,0,0,0,0,1,0,0.0,1.0
13882,274737456,13.184,13.31,38.0,11,17,48000,48000,1.0,1,1,0,0,0,0,1.0,5.0
8307,156042853,10.94,10.94,38.0,16,17,48000,48000,1.0,1,0,1,0,0,0,8.0,4.0
8118,274980230,14.517,15.952,38.0,9,25,48000,48000,1.0,0,0,1,0,0,0,3.0,4.0
4525,274773930,15.029,15.029,65.0,5,12,48000,48000,3.0,1,0,0,0,1,0,3.0,4.0
6418,274619469,12.969,15.379,46.0,9,9,48000,48000,2.0,0,0,1,0,0,0,3.0,5.0
11594,274260480,5.753,6.548,37.0,5,6,48000,48000,1.0,0,0,0,0,0,0,0.0,1.0
5783,274475441,6.155,6.365,54.0,5,9,48000,48000,3.0,1,0,0,0,1,0,7.0,0.0
16093,274450407,15.84,15.84,40.0,3,9,48000,24000,2.0,1,0,1,0,0,0,5.0,4.0
9176,274339071,14.563,13.494,48.0,5,9,48000,48000,2.0,1,1,0,0,0,0,9.0,5.0
4855,274936447,9.979,9.979,30.0,20,30,48000,48000,1.0,1,1,1,0,0,0,7.0,4.0
13981,273968861,13.184,13.184,55.0,1,17,48000,48000,2.0,1,0,0,0,1,0,1.0,5.0
12700,274867875,19.661,29.327,60.0,12,17,48000,48000,2.0,1,1,1,0,0,0,1.0,5.0
3310,274599075,13.445,13.67,44.0,16,16,48000,48000,1.0,1,0,0,0,0,0,4.0,5.0
7372,273992139,4.006,4.006,44.0,7,12,48000,50000,2.0,0,0,1,0,0,0,6.0,5.0
14535,274878671,12.992,12.992,40.0,2,5,48000,48000,2.0,1,0,0,0,0,0,0.0,3.0
8584,273830407,8.929,11.849,40.0,3,30,48000,48000,1.0,0,0,1,0,0,0,5.0,4.0
14936,273407642,7.528,7.998,26.0,20,25,48000,48000,1.0,1,0,0,0,1,0,7.0,3.0
8264,233128232,13.788,13.788,80.0,11,14,48000,48000,3.0,0,0,0,0,1,0,7.0,3.0
8082,274017727,15.029,14.785,59.4,1,9,48000,50000,3.0,1,1,0,0,1,0,3.0,5.0
9114,235169571,12.31,12.986,55.0,12,16,48000,10000,2.0,1,0,1,0,0,0,0.0,5.0
15669,273306944,20.63,5.194,55.0,7,14,48000,48000,2.0,1,1,0,0,1,0,7.0,3.0
9046,274374941,10.914,15.967,75.0,1,17,48000,48000,3.0,1,1,1,0,0,0,0.0,4.0
3350,273152617,13.445,13.67,44.0,16,16,48000,48000,1.0,1,0,0,1,0,0,4.0,5.0
5128,272319941,13.113,13.031,54.1,8,14,48000,48000,2.0,0,0,1,0,0,0,9.0,5.0
15821,270139349,7.699,8.937,44.0,4,5,48000,48000,2.0,1,0,0,0,1,0,8.0,0.0
18225,274983098,20.432,20.432,59.0,17,17,48000,48000,2.0,1,0,1,0,0,0,7.0,5.0
19297,271397557,18.647,18.647,35.0,6,13,48000,48000,1.0,0,0,1,0,0,0,1.0,3.0
14430,273385307,7.699,7.699,40.0,7,8,48000,48000,2.0,0,0,0,0,1,0,8.0,0.0
9624,269883918,24.324,24.859,41.0,13,24,48000,20000,1.0,1,0,0,0,0,0,8.0,3.0
12187,274281301,17.899,17.278,46.0,6,9,48000,48000,2.0,1,1,1,0,0,0,9.0,5.0
4119,274824426,4.647,10.896,32.0,10,19,48000,48000,1.0,1,1,1,0,0,0,4.0,3.0
6508,275000876,16.671,15.379,46.0,9,9,48000,48000,2.0,0,0,1,0,0,0,3.0,1.0
3349,273954079,13.445,13.445,54.0,13,14,47999,55000,2.0,1,0,1,0,0,0,4.0,5.0
9449,272854411,12.898,10.586,65.0,7,9,47990,48000,3.0,1,1,0,0,1,0,0.0,5.0
6955,269408943,17.137,17.137,60.0,13,22,47990,48000,2.0,1,1,1,0,0,0,8.0,4.0
16154,272885680,16.881,7.967,26.8,16,23,47990,48000,2.0,1,0,1,0,0,0,4.0,4.0
18917,274756824,10.477,17.147,61.5,5,12,47500,47500,2.0,1,1,1,0,0,0,0.0,5.0
16619,274652320,8.162,6.175,47.0,8,9,47500,47500,2.0,1,1,0,0,1,0,4.0,1.0
4463,274978684,15.029,14.578,68.0,9,9,47500,50000,3.0,1,0,0,0,1,0,3.0,4.0
16127,273978984,16.795,9.036,54.0,10,18,47500,47500,2.0,1,0,0,0,1,0,3.0,0.0
5003,254642436,13.788,12.949,62.0,13,17,47500,23000,2.0,1,0,0,0,1,0,9.0,5.0
18428,274886892,3.686,3.832,64.5,2,6,47500,47500,3.0,1,1,0,0,0,1,9.0,5.0
4728,274957035,7.99,9.143,49.6,14,14,47500,47500,2.0,1,1,0,0,1,0,0.0,5.0
12299,274903398,17.899,17.76,56.0,12,12,47000,47000,2.0,1,0,0,0,1,0,9.0,0.0
1926,274307725,11.973,12.648,48.0,12,14,47000,47000,2.0,1,1,1,0,0,0,4.0,4.0
4667,274243770,9.979,8.222,48.0,2,16,47000,47000,2.0,1,1,0,0,1,0,0.0,5.0
9498,272653225,12.898,12.898,46.0,12,14,47000,47000,2.0,1,0,0,0,1,0,0.0,4.0
4181,274624041,8.135,5.616,40.0,13,14,47000,47000,1.0,1,1,1,0,0,0,4.0,5.0
10581,259929195,6.673,7.611,58.6,11,17,47000,47000,2.0,0,0,0,0,0,1,1.0,3.0
2013,274210618,14.322,13.766,51.0,3,14,47000,47000,2.0,1,0,1,0,0,0,5.0,5.0
8260,274962288,13.703,13.703,30.0,9,12,47000,47000,1.0,0,0,0,0,0,0,7.0,3.0
7452,273812010,8.866,11.26,40.0,3,14,47000,50000,1.0,1,1,0,0,0,0,8.0,1.0
959,270409627,17.659,20.808,53.0,10,17,47000,47000,2.0,1,0,0,0,1,0,5.0,5.0
8144,273895162,13.703,12.969,30.0,2,6,47000,47000,1.0,0,1,0,0,0,0,7.0,1.0
6562,274788687,8.7,9.581,38.0,5,7,47000,47000,1.0,1,1,0,0,1,0,9.0,1.0
18560,273647720,4.647,4.647,40.0,8,16,47000,47000,1.0,0,0,1,0,0,0,4.0,5.0
8016,273215534,14.517,14.581,53.0,5,9,47000,47000,2.0,1,1,1,0,0,0,3.0,5.0
13730,274955189,11.27,9.71,43.0,18,24,47000,47000,1.0,0,0,1,0,0,0,1.0,5.0
4524,272818493,15.029,15.029,26.0,7,28,47000,50000,1.0,0,0,0,0,1,0,3.0,3.0
3806,274931115,8.735,8.614,43.0,5,5,47000,47000,2.0,1,1,0,0,1,0,3.0,1.0
19256,251632351,16.33,18.581,40.0,11,19,47000,47000,1.0,0,0,0,1,0,0,1.0,4.0
500,274774551,8.7,9.22,36.0,10,12,47000,47000,1.0,1,0,1,0,0,0,9.0,5.0
16748,273891515,8.162,8.162,40.0,4,17,47000,47000,1.0,1,0,1,0,0,0,4.0,5.0
16153,274967479,6.881,7.362,58.7,2,5,47000,30000,2.0,1,0,0,0,1,0,4.0,0.0
11795,272186496,11.095,10.797,60.0,6,10,47000,47000,3.0,1,0,0,0,1,0,1.0,5.0
14729,274737622,12.969,14.709,54.0,7,16,47000,25000,2.0,1,0,0,0,1,0,3.0,5.0
1280,274815322,10.93,10.614,44.0,4,5,47000,47000,2.0,1,1,1,0,0,0,7.0,4.0
14241,274627417,12.969,12.969,48.0,3,9,47000,47000,2.0,1,1,0,0,1,0,3.0,5.0
7967,274972287,7.699,7.699,47.6,2,12,47000,47000,2.0,0,1,0,0,1,0,8.0,0.0
5404,273822391,6.499,7.641,44.0,5,5,47000,47000,2.0,1,0,0,0,1,0,4.0,0.0
958,273591915,19.033,18.387,29.0,7,24,47000,47000,1.0,0,0,0,0,0,0,5.0,3.0
14426,274394751,7.699,8.07,38.0,11,16,47000,47000,1.0,0,0,0,0,1,0,8.0,5.0
6482,274363477,12.969,14.944,35.0,16,16,47000,47000,2.0,0,0,1,0,0,0,3.0,4.0
6561,274845537,8.7,8.7,31.0,1,5,47000,47000,1.0,0,1,0,0,1,0,9.0,1.0
4794,274257810,7.99,8.222,48.0,2,16,47000,47000,2.0,1,1,1,0,0,0,0.0,4.0
14199,274581745,12.969,14.169,58.0,1,9,47000,47000,2.0,0,0,0,0,1,0,3.0,5.0
9112,265263199,15.582,15.582,42.0,10,22,47000,47000,1.0,0,0,1,0,0,0,0.0,4.0
4611,274280458,14.517,13.73,42.0,15,17,47000,47000,2.0,0,0,0,1,0,0,3.0,5.0
19190,274803138,12.569,12.569,37.0,12,14,47000,47000,2.0,0,1,0,0,0,0,1.0,5.0
8983,272762595,16.881,16.881,67.0,7,16,47000,25000,3.0,1,1,0,0,0,1,9.0,4.0
14427,274457620,7.699,8.793,55.0,2,5,47000,47000,2.0,1,1,0,0,1,0,8.0,1.0
14782,271955089,15.84,16.503,55.0,1,5,47000,47000,3.0,1,0,0,0,1,0,5.0,1.0
